longitude,latitude,avg_rainfall_mm,soil_ph,Nitrogen,Phosphorous,Potassium
77.32248808058782,8.152211203384658,2698.1784008591435,5.6,17.916666666666668,17.920289855072465,17.92391304347826
76.82841467432208,8.646284609650394,4377.944945524394,5.7,0.0576923076923076,47.09615384615385,47.11538461538461
77.32248808058782,8.646284609650394,3421.8228189296788,5.4,9.190740740740742,9.190740740740742,9.190740740740742
77.81656148685354,8.646284609650394,2096.4514076793885,7.2,15.16025641025641,15.16025641025641,15.16025641025641
76.82841467432208,9.140358015916132,5433.940538597666,5.4,0.0102564102564102,32.34871794871795,32.37948717948718
77.32248808058782,9.140358015916132,3436.7870357356032,5.4,9.190740740740742,9.190740740740742,9.190740740740742
77.81656148685354,9.140358015916132,2070.078374567465,7.5,15.16025641025641,15.16025641025641,15.16025641025641
78.31063489311929,9.140358015916132,1543.2553216787153,7.2,17.349726775956285,17.355971896955502,17.35831381733021
76.33434126805633,9.634431422181867,7153.444545973837,5.7,0.0842911877394636,28.842911877394634,28.84674329501916
76.82841467432208,9.634431422181867,5292.179458174575,5.1,0.0412371134020618,25.302405498281782,25.31958762886598
77.32248808058782,9.634431422181867,3848.868977207504,5.4,22.764705882352946,22.764705882352946,22.774509803921568
77.81656148685354,9.634431422181867,2932.456607274129,6.9,11.995246583481878,11.997029114676174,11.99881164587047
78.31063489311929,9.634431422181867,2051.242356459779,7.4,,,
78.80470829938503,9.634431422181867,1976.0191660825024,7.0,17.349726775956285,17.355971896955502,17.35831381733021
76.33434126805633,10.128504828447603,6965.711800736748,5.4,0.0497076023391812,23.14327485380117,23.1374269005848
76.82841467432208,10.128504828447603,4645.975386341289,5.1,25.71212121212121,40.398989898989896,40.39393939393939
77.32248808058782,10.128504828447603,3395.496727923304,5.3,22.764705882352946,22.764705882352946,22.774509803921568
77.81656148685354,10.128504828447603,3142.420901549398,6.5,19.08510638297872,19.09692671394799,19.12293144208038
78.31063489311929,10.128504828447603,3045.7771425772166,6.4,11.995246583481878,11.997029114676174,11.99881164587047
78.80470829938503,10.128504828447603,2506.580117672352,6.5,14.577319587628866,14.582474226804123,14.59163802978236
76.33434126805633,10.62257823471334,6187.9465594884,5.6,0.0043478260869565,10.66231884057971,10.666666666666666
76.82841467432208,10.62257823471334,2713.1982849847527,6.4,12.629893238434164,12.63226571767497,12.633451957295376
77.32248808058782,10.62257823471334,2018.377183542354,6.9,13.549668874172186,13.527856468366384,13.544423440453686
77.81656148685354,10.62257823471334,2172.198964705778,7.6,,,
78.31063489311929,10.62257823471334,2430.2615845246573,7.3,14.28441649196366,14.285115303983227,14.28651292802236
78.80470829938503,10.62257823471334,2500.0072689583303,6.8,9.745721271393643,9.747351263243685,9.746128769356153
79.29878170565075,10.62257823471334,2765.12219526294,6.3,12.513711857860178,12.514484356894554,12.516415604480494
79.7928551119165,10.62257823471334,2997.595362090005,6.2,,,
75.84026786179061,11.11665164097908,6514.2263628298415,5.4,0.6779661016949152,37.28813559322034,37.30508474576271
76.33434126805633,11.11665164097908,5906.765505192336,5.2,0.6779661016949152,37.28813559322034,37.30508474576271
76.82841467432208,11.11665164097908,1720.4726058673757,6.7,12.629893238434164,12.63226571767497,12.633451957295376
77.32248808058782,11.11665164097908,1485.450493246224,7.6,13.549668874172186,13.527856468366384,13.544423440453686
77.81656148685354,11.11665164097908,1709.1769822911465,7.1,9.236467236467236,9.236467236467236,9.237891737891738
78.31063489311929,11.11665164097908,1944.0371571820283,6.6,11.828846153846154,11.825641025641026,11.828205128205129
78.80470829938503,11.11665164097908,2362.1891573387,6.7,15.556169429097606,15.561694290976058,15.561694290976058
79.29878170565075,11.11665164097908,2698.0334038792107,6.3,16.716814159292035,16.728613569321535,16.734513274336283
79.7928551119165,11.11665164097908,2924.1190498467845,6.3,,,
75.84026786179061,11.610725047244816,6575.79671658026,5.3,0.0897435897435897,20.778846153846157,20.82371794871795
76.33434126805633,11.610725047244816,4178.5882477551695,5.2,0.0069444444444444,55.31944444444444,55.29861111111112
76.82841467432208,11.610725047244816,2342.285591457168,6.0,,,
77.32248808058782,11.610725047244816,2586.4996808406268,6.8,9.236467236467236,9.236467236467236,9.237891737891738
77.81656148685354,11.610725047244816,2497.0959906063567,7.2,11.12125748502994,11.122754491017965,11.12375249500998
78.31063489311929,11.610725047244816,2611.154805661431,6.4,11.12125748502994,11.122754491017965,11.12375249500998
78.80470829938503,11.610725047244816,2535.019159769394,6.9,11.578451882845188,11.577405857740583,11.579846582984658
79.29878170565075,11.610725047244816,2829.621584543956,6.4,16.806913580246913,16.807407407407407,16.806913580246913
92.63876367482564,11.610725047244816,7668.350156646991,5.5,,,
75.34619445552487,12.104798453510552,7812.268505913159,5.4,0.0295698924731182,21.166666666666668,21.18279569892473
75.84026786179061,12.104798453510552,6212.592161630231,5.2,39.71180555555556,39.71180555555556,39.71180555555556
76.33434126805633,12.104798453510552,3320.3401973661503,6.5,,,
76.82841467432208,12.104798453510552,2036.431587968408,7.1,,,
77.32248808058782,12.104798453510552,2297.107337828403,6.2,,,
77.81656148685354,12.104798453510552,2481.648671440485,6.3,10.379071379071378,10.379071379071378,10.37976437976438
78.31063489311929,12.104798453510552,2265.424113893509,6.6,10.379071379071378,10.379071379071378,10.37976437976438
78.80470829938503,12.104798453510552,2806.923443890853,6.2,12.435333896872358,12.443505212735982,12.451676528599606
79.29878170565075,12.104798453510552,2713.100191804084,6.6,11.578451882845188,11.577405857740583,11.579846582984658
79.7928551119165,12.104798453510552,2642.670418200757,6.3,11.578451882845188,11.577405857740583,11.579846582984658
92.63876367482564,12.104798453510552,8881.059367250518,5.6,,,
75.34619445552487,12.598871859776288,7875.807136831531,5.2,25.27329192546584,25.27329192546584,25.27329192546584
75.84026786179061,12.598871859776288,5472.031762329234,5.5,39.71180555555556,39.71180555555556,39.71180555555556
76.33434126805633,12.598871859776288,2655.756459001408,6.5,,,
76.82841467432208,12.598871859776288,1970.8136009980576,6.3,16.05749636098981,16.05749636098981,16.05749636098981
